,20250617_144611,20250617_145409
shoulder_pan.pos,-0.07086260750944183,-0.07111133306892194
shoulder_lift.pos,0.124502782469948,-0.19113759142931563
elbow_flex.pos,0.08563587213859679,0.2726462323471499
wrist_flex.pos,0.06960225482156027,-0.09019729873162899
gripper.pos,0.36951525299519883,0.11358460621273796
