timestamp,elapsed_time,shoulder_pan.pos,shoulder_lift.pos,elbow_flex.pos,wrist_flex.pos,wrist_roll.pos,gripper.pos
14:46:11.716,0.004,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.733,0.020,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.750,0.037,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.767,0.054,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.783,0.070,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.800,0.087,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.817,0.104,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.833,0.120,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.850,0.137,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.867,0.154,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.883,0.171,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.900,0.187,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.917,0.204,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.933,0.221,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.950,0.237,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.967,0.254,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:11.984,0.271,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.000,0.287,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.017,0.304,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.036,0.323,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.053,0.341,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.069,0.356,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.086,0.373,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.103,0.390,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.119,0.407,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.136,0.423,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.153,0.440,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.169,0.457,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.186,0.473,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.203,0.490,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.220,0.507,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.236,0.523,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.253,0.540,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
14:46:12.270,0.557,38.48973607038124,-99.48542024013722,99.8187584956955,-99.83291562238931,-19.365079365079367,0.3626473254759746
