timestamp,elapsed_time,shoulder_pan.pos,shoulder_lift.pos,elbow_flex.pos,wrist_flex.pos,wrist_roll.pos,gripper.pos
15:41:25.225,0.004,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.242,0.020,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.259,0.037,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.275,0.054,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.292,0.070,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.309,0.087,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.325,0.104,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.342,0.120,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.359,0.137,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.375,0.154,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.392,0.171,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.409,0.187,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.426,0.204,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.442,0.221,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.459,0.237,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.476,0.254,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.492,0.271,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.511,0.289,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.533,0.312,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.563,0.342,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.586,0.365,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.603,0.382,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.620,0.398,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.636,0.415,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.653,0.431,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.670,0.448,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.686,0.465,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.703,0.481,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.720,0.498,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.736,0.515,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.753,0.531,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.770,0.548,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.786,0.565,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.803,0.581,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.820,0.598,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.836,0.615,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.853,0.632,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.870,0.648,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.887,0.665,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.903,0.682,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.920,0.698,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.937,0.715,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
15:41:25.953,0.732,0.21994134897360595,-95.79759862778731,99.8187584956955,71.9298245614035,-94.48107448107449,0.543970988213962
